,MUNICIPIO,Nota_Redacao,Nota_CH,Nota_Mat,Nota_LC,Nota_CN,Nota_Media_Geral,Total_Inclusao_Digital,Taxa_Inclusao_Digital,Internet,Taxa_Internet,Computador,Taxa_Computador,Total_Alunos,Baixa_Estrutura,Alta_Estrutura,Taxa_Alunos,IDEB23,z_score_nota,z_score_IDEB23
10,Crateús,632.5794291868606,510.55681206246635,516.1361233480176,505.57420570813144,481.4935022026431,531.0299391256226,718,0.2937806873977087,2166,0.886252045826514,732,0.2995090016366612,2444,899,57,0.01008163484186601,4.516666666666667,1.1658515037124488,-0.077038801390484
11,Tianguá,609.1466083150984,507.2999452954048,510.8848399775407,505.2783369803064,472.84329028635597,523.963995459705,692,0.2885738115095913,2100,0.8757297748123436,698,0.2910758965804837,2398,859,67,0.009891882303925814,4.533333333333334,0.9342158322432256,-0.0380582914571388
12,Ereré,589.0,476.78000000000003,448.37948717948717,485.8625,450.7205128205128,492.92974358974357,17,0.288135593220339,57,0.9661016949152542,18,0.3050847457627119,59,59,0,0.0002433782551841631,4.3,-0.08314860063750651,-0.5837854305239465
13,Itaiçaba,612.2666666666667,506.268,521.0223684210526,500.4266666666667,459.0,521.271891891892,23,0.2839506172839506,73,0.9012345679012346,23,0.2839506172839506,81,81,0,0.00033412946898164764,5.2,0.8459633288157069,1.5211621058765898
14,Tabuleiro do Norte,633.4736842105264,508.83210526315787,541.9113345521024,512.6780701754386,491.235466179159,540.9674128440366,227,0.2816377171215881,722,0.8957816377171216,229,0.2841191066997519,806,265,32,0.0033247944691260248,4.725,1.4916216352485387,0.41021757277630594
15,Pereiro,598.1286549707602,492.98830409356725,517.234705882353,488.521052631579,472.9141176470588,516.041775147929,53,0.2804232804232804,178,0.9417989417989417,53,0.2804232804232804,189,189,0,0.0007796354276238445,4.3,0.67450971113491,-0.5837854305239465
16,Varjota,643.0204081632653,510.2369387755102,529.9755230125522,504.629387755102,481.31694560669456,535.5882105263158,175,0.2764612954186414,562,0.8878357030015798,176,0.27804107424960506,633,150,0,0.002611159924263987,4.8,1.3152806962676389,0.5856298674763509
17,São Benedito,631.6243264049268,502.5468822170901,503.56309523809523,502.05550423402616,476.49,524.674032,439,0.27471839799749687,1437,0.8992490613266583,443,0.2772215269086358,1598,585,6,0.006591838165835468,4.720000000000001,0.9574922406828008,0.3985234197963053
18,Bela Cruz,614.3099787685775,502.076220806794,518.3267973856209,500.5416135881104,476.8686274509804,523.1579824561404,149,0.27140255009107467,464,0.8451730418943534,152,0.2768670309653916,549,69,19,0.0022646552897645006,5.133333333333334,0.9077931246586539,1.3652400661432174
19,Quixadá,577.8153289076645,507.6566686783343,514.0065231158961,507.97085093542546,480.5975300823306,520.4850063532401,643,0.2678050812161599,1913,0.7967513536026656,655,0.2728029987505206,2401,723,94,0.009904257469443654,4.1000000000000005,0.8201676575320224,-1.0515515497240637
20,Maracanaú,590.949126803341,508.66679321690714,504.22478969505784,509.1237914452038,474.31871713985277,519.8328820729772,1564,0.2641891891891892,4959,0.8376689189189189,1625,0.27449324324324326,5920,2603,135,0.024420326621868566,4.488235294117648,0.7987897280321463,-0.14353496539442015
21,Caucaia,584.319871408479,505.62612015270247,503.3560700876095,505.72983725135623,474.1287025448477,517.168156846299,1910,0.26139318461749006,6351,0.8691665526207746,1930,0.2641302860270973,7307,2714,170,0.030141778146282706,4.225,0.7114347410203118,-0.7591977252239915
22,Pacatuba,626.8224299065421,510.1034579439252,514.039573229874,510.60018691588783,478.71425800193987,529.8180194174757,397,0.2588005215123859,1275,0.8311603650586702,401,0.26140808344198174,1534,699,0,0.00632783463478824,4.683333333333334,1.1261223679258947,0.3127662979429492
23,Tauá,601.2248803827752,506.93186602870816,526.25,505.461052631579,474.99612326043734,527.2132734530937,382,0.2568930733019502,1330,0.8944182918628111,387,0.26025554808338935,1487,552,67,0.006133957041675432,4.52,1.040733620294545,-0.0692426994038162
24,Farias Brito,610.0581395348837,497.731976744186,527.4583832335329,494.77441860465115,479.8374251497006,524.0906906906907,135,0.25616698292220114,468,0.888045540796964,138,0.2618595825426945,527,223,0,0.002173904075967016,4.7,0.9383691536237644,0.3517468078762923
25,Aracati,582.1934688847813,494.4057917436845,504.25757188498403,498.7723967960567,470.7738658146965,512.8894858611825,542,0.2559017941454202,1944,0.9178470254957507,548,0.2587346553352219,2118,797,63,0.008736866855594194,5.075,0.5711714055773977,1.2288082813765153
26,Brejo Santo,626.6424682395644,504.89709618874775,519.7270676691729,500.5818511796733,485.70820802005017,529.8336432160804,537,0.24953531598513012,1601,0.7439591078066915,549,0.25511152416356875,2152,441,37,0.008877118731463034,4.333333333333333,1.1266345470843773,-0.5058244106572602
27,Barro,635.5140186915888,509.4930841121495,519.5303088803089,502.13831775700936,482.43610038610035,530.1249612403101,164,0.2488619119878604,573,0.8694992412746586,169,0.2564491654021244,659,221,0,0.002718411358751923,4.8,1.1361845306879845,0.5856298674763509
28,Morada Nova,620.4618473895582,504.24618473895583,514.887328405491,502.96385542168673,479.3042238648363,526.8869279661017,331,0.24775449101796407,1237,0.9258982035928144,336,0.25149700598802394,1336,496,0,0.005511073710610879,4.8999999999999995,1.0300353668715834,0.8195129270764097
29,Nova Olinda,578.8888888888889,493.7687242798354,496.94395833333334,489.25144032921816,464.2058333333333,505.68158995815895,144,0.2440677966101695,529,0.8966101694915254,150,0.2542372881355932,590,258,0,0.0024337825518416308,4.6,0.3348822577555133,0.11786374827623156
30,Pacajus,587.4581005586592,506.51166201117314,520.0205278592375,507.1469273743017,476.25960410557184,522.0039823659074,455,0.243576017130621,1667,0.8923982869379015,458,0.24518201284796573,1868,639,52,0.0077056030624409605,4.975,0.8699627090177795,0.9949252217764547
31,Pacujá,665.7575757575758,509.5916666666667,522.4702290076336,486.455303030303,481.17557251908397,534.1963358778626,34,0.24285714285714285,136,0.9714285714285714,34,0.24285714285714285,140,140,0,0.0005775077241658108,5.35,1.269652280016518,1.8719866952766777
32,Ubajara,602.5425652667424,504.97003405221335,513.848079161816,502.2253121452894,474.14481955762517,520.9723887587821,265,0.23724261414503134,1020,0.9131602506714414,266,0.23813786929274844,1117,480,18,0.004607686627808647,4.95,0.8361450210814311,0.936454456876441
33,Milhã,489.7674418604651,471.9139534883721,491.7174418604651,471.2476744186047,462.29418604651164,479.41999999999996,22,0.23404255319148937,92,0.9787234042553191,22,0.23404255319148937,94,87,7,0.00038775518622561576,4.3,-0.5260248356804719,-0.5837854305239465
34,Marco,612.8476821192053,483.5837748344371,511.9920814479638,486.1899558498896,462.1764705882353,514.0104109589041,254,0.23388581952117865,811,0.7467771639042358,259,0.23848987108655617,1086,326,18,0.004479809917457646,4.866666666666666,0.607917557252771,0.7415519072097234
35,Jardim,593.0856553147574,500.47874097007224,505.33098739495796,493.4265221878225,471.9512605042017,514.1895478443744,278,0.23166666666666666,1028,0.8566666666666667,284,0.23666666666666666,1200,230,0,0.00495006620713552,4.5,0.6137900202545573,-0.1160193113238271
36,Itapajé,600.9486780715397,502.02239502332816,517.9092125984251,500.6613530326594,474.8485039370079,521.9702711323764,363,0.23135755258126195,1124,0.7163798597833014,367,0.23390694710006374,1569,735,0,0.006472211565829693,5.125,0.8688575878076187,1.3457498111765447
37,Hidrolândia,671.1749347258485,500.4378590078329,519.7241935483871,504.9417754569191,479.2663978494624,539.2132240437159,108,0.23126338329764454,413,0.8843683083511777,109,0.2334047109207709,467,210,0,0.0019264007656102401,4.8,1.4341158412799246,0.5856298674763509
38,Várzea Alegre,565.2104208416833,494.0271543086172,499.51905737704914,490.8248496993988,467.3506147540984,504.9012320328542,284,0.2297734627831715,1102,0.8915857605177994,288,0.23300970873786409,1236,422,1,0.005098568193349586,4.5,0.3093005746059314,-0.1160193113238271
39,Guaraciaba do Norte,640.9850483729111,503.767018469657,512.5778276481149,499.945382585752,476.8897666068222,528.3329422382672,318,0.22943722943722944,1252,0.9033189033189033,319,0.23015873015873015,1386,553,14,0.005717326469241526,4.966666666666666,1.0774385875486383,0.975434966809782
40,Quixeramobim,570.3240391861341,493.2998492840995,503.75830085736555,497.8660889223813,472.95050662509743,510.34499999999997,417,0.22937293729372937,1329,0.731023102310231,420,0.23102310231023102,1818,968,28,0.007499350303810314,4.3125,0.4877581038492958,-0.5545500480739387
41,Milagres,606.6910866910866,504.5238095238095,504.6843161856964,498.29413919413923,471.6647427854454,519.2987121212121,226,0.22828282828282828,870,0.8787878787878788,227,0.2292929292929293,990,312,9,0.0040838046208868045,4.6,0.7812785757634679,0.11786374827623156
42,Aurora,682.0717131474104,502.48864541832666,513.3601226993865,493.68266932270916,475.5257668711657,536.7535550935551,150,0.22624434389140272,548,0.8265460030165912,154,0.23227752639517346,663,170,0,0.002734911579442375,4.7,1.3534830064031549,0.3517468078762923
43,Missão Velha,595.6379821958457,492.1741839762612,497.5524691358025,488.3639465875371,473.47577160493825,511.98876543209883,196,0.22580645161290322,773,0.8905529953917051,197,0.2269585253456221,868,334,4,0.0035805478898280263,3.7,0.5416440004265181,-1.9870837881243026
44,Senador Pompeu,581.9753086419753,506.44506172839505,524.7816017316018,510.43477366255144,473.9963203463203,523.5475921908894,135,0.22425249169435216,566,0.9401993355481728,138,0.2292358803986711,602,288,0,0.002483283213912986,5.0,0.9205653058118716,1.0533959866764704
45,Maranguape,591.7948717948718,501.4450281425891,510.4738341968912,501.14383989993746,474.8312176165803,518.0538621586476,472,0.2238027501185396,1799,0.8530109056424846,480,0.22759601706970128,2109,620,79,0.008699741359040678,4.628571428571428,0.7404699208136791,0.18468747959053403
46,Itaitinga,574.3100995732575,494.6822190611664,510.34745269286753,496.45234708392604,465.077729257642,510.0740588235294,219,0.2236976506639428,912,0.9315628192032687,221,0.2257405515832482,979,590,0,0.004038429013988062,4.6499999999999995,0.4788761137984639,0.2348052780762609
47,Solonópole,543.3245382585752,483.20976253298153,496.4560224089636,485.8097625329815,462.36890756302523,496.6707865168539,106,0.2231578947368421,442,0.9305263157894736,106,0.2231578947368421,475,151,0,0.0019594012069911433,4.1,0.03949021894383487,-1.051551549724066
48,Aquiraz,604.3986254295532,495.6191580756013,502.632865907099,497.41176975945024,468.19833479404036,514.5483128295255,353,0.21723076923076923,1238,0.7618461538461538,359,0.22092307692307692,1625,906,30,0.006703214655496018,4.5875,0.625551049235861,0.08862836582622578
49,Jucás,572.0557491289198,487.89599303135884,518.910752688172,491.72961672473866,469.6695340501792,509.54698010849904,154,0.2153846153846154,657,0.9188811188811189,159,0.22237762237762237,715,269,0,0.0029494144484182474,4.7,0.46159742635830026,0.3517468078762923
